code,description
20089714,"Amestec de fructe si alte parti comestib.de plante,preparate/conservate,cu zahar>9%,cu alcool,cu titru alcoolic masic existent<=11,85% mas(excl.amestec de fructe tropicale/de fructe tropicale cu coaja si fructe tropicale/de fructe cu coaja,arahide,semint"
20089716,"Amestecuri din fructe tropicale(incl.amestecuri care contin>=50% fructe tropicale si fructe tropicale cu coaja),preparate/conservate, cu un continut de zahar > 9% in greutate, cu adaos de alcool, cu un titru alcoolic masic existent > 11,85%mas"
20089718,"Amestec de fructe,nuci,alte parti comestib.de plante(excl.amestec de fructe tropicale/de fructe tropicale cu coaja si fructe tropicale/de fructe cu coaja,arahide,seminte),preparate/conservate,cu zahar>9%,cu alcool,cu titru alcoolic masic existent>11,85%m"
20089732,"Amestecuri din fructe tropicale (inclusiv amestecuri care contin >= 50% din greutate fructe tropicale si fructe tropicale cu coaja), preparate sau conservate, cu adaos de alcool, cu un titru alcoolic masic existent <= 11,85% mas"
20089734,"Amestec de fructe,nuci,alte parti de plante(excl.cu zahar>9%;amestec de fructe tropicale/de fructe tropicale cu coaja si fructe tropicale/de fructe cu coaja,arahide,seminte), preparate/conservate,cu alcool,cu titru alcoolic masic existent<=11,85%mas"
20089736,"Amestecuri din fructe tropicale (inclusiv amestecuri care contin >= 50% din greutate fructe tropicale si fructe tropicale cu coaja), preparate sau conservate, cu adaos de alcool, cu un titru alcoolic masic existent > 11,85% mas"
20089738,"Amestec de fructe,nuci,alte parti de plante(excl.cu zahar>9%;amestec de fructe tropicale/de fructe tropicale cu coaja si fructe tropicale/de fructe cu coaja,arahide,seminte),preparate/conservate,cu alcool,cu titru alcoolic masic existent>11,85% mas"
20089751,"Amestecuri din fructe tropicale (inclusiv amestecuri care contin >= 50% din greutate fructe tropicale si fructe tropicale cu coaja), preparate sau conservate, cu adaos de zahar, fara adaos de alcool, in ambalaje directe cu un continut net > 1 kg"
20089759,"Amestec de fructe,nuci,alte parti de plante(excl.amestec de fructe tropicale/de fructe tropicale cu coaja si fructe tropicale/de fructe cu coaja,arahide,seminte),preparate/conservate,cu zahar,fara alcool,in ambalaje directe cu un continut net>1 kg"
20089772,"Amestec din fructe tropicale(incl.amestec cu>=50% fructe tropicale si tropicale cu coaja),in care niciun fruct component nu reprezinta o cant.>50% din greutatea totala,preparate/conservate,cu zahar,fara alcool,in ambalaje directe cu un continut net<=1 kg"
20089774,"Amestec de fructe,nuci,alte parti,in care niciun fruct nu reprezinta >50% din greut.totala,preparate/conservate,cu zahar,fara alcool,in ambalaje cu contin.net<=1 kg(excl.amestec din fructe tropicale;amestec cu>=50% fructe tropicale si tropicale cu coaja)"
20089776,"Amestec din fructe tropicale(incl.amestecuri cu>=50% fructe tropicale si fructe tropicale cu coaja),in care unul din fructele componente reprezinta>50% din greutatea totala,preparate/conservate,cu zahar,fara alcool,in ambalaje dir.cu un contin.net<=1 kg"
20089778,"Amestec de fructe,nuci,alte parti,in care unul din fructele componente reprezinta>50% din greutatea totala,preparate/conservate,cu zahar,fara alcool,in ambalaje cu contin.net<=1kg(excl.de fructe tropicale/de fructe tropicale si tropicale cu coaja/de nuci"
20089792,"Amestecuri din fructe tropicale (inclusiv amestecuri care contin >= 50% din greutate fructe tropicale si fructe tropicale cu coaja), preparate sau conservate, fara adaos de zahar, fara adaos de alcool, in ambalaje directe, cu un continut net >= 5 kg"
20089793,"Amestec de fructe,nuci,alte parti de plante(excl.de fructe tropicale/de fructe tropicale cu coaja si fructe tropicale/de fructe cu coaja,arahide,seminte),preparate/conservate,fara zahar,fara alcool,in ambalaje directe,cu continut net>=5 kg"
20089794,"Amestecuri din fructe tropicale(incl.amestecuri care contin >= 50% fructe tropicale si fructe tropicale cu coaja), preparate/conservate, fara adaos de zahar, fara adaos de alcool, in ambalaje directe, cu un continut net >= 4,5 kg dar < 5 kg"
20089796,"Amestec de fructe,nuci,alte parti(excl.amestecuri de fructe tropicale/de fructe tropicale cu coaja si fructe tropicale/de fructe cu coaja,arahide,seminte),preparate/conservate,fara zahar,fara alcool,in ambalaje directe,cu continut net>=4,5kg dar<5 kg"
20089797,"Amestecuri din fructe tropicale (inclusiv amestecuri care contin >= 50% din greutate fructe tropicale si fructe tropicale cu coaja), preparate sau conservate, fara adaos de zahar, fara adaos de alcool, in ambalaje directe, cu un continut net < 4,5 kg"
20089798,"Amestec de fructe,nuci,alte parti de plante(excl.amestecuri de fructe tropicale/de fructe tropicale cu coaja si fructe tropicale/de fructe cu coaja,arahide,seminte),preparate/conservate,fara zahar,fara alcool,in ambalaje directe,cu continut net<4,5 kg"
20089911,"Ghimbir, preparat sau conservat, cu sau fara adaos de zahar sau alti indulcitori, cu adaos de alcool, cu un titru alcoolic masic existent <= 11,85% mas"
20089919,"Ghimbir, preparat sau conservat, cu sau fara adaos de zahar sau alti indulcitori, cu adaos de alcool, cu un titru alcoolic masic existent > 11,85% mas"
20089921,"Struguri, preparati sau conservati, cu un continut de zahar > 13% din greutate, cu adaos de alcool"
20089923,"Struguri, preparati sau conservati, cu un continut de zahar <= 13% din greutate, cu adaos de alcool"
20089924,"Fructe tropicale, preparate/conservate, cu un continut de zahar>9% in greutate, cu adaos de alcool, cu un titru alcoolic masic existent <= 11,85% mas (excl.confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20089928,"Fructe,alte parti comestib.de plante,preparate/conservate,cu zahar>9%,cu alcool,cu titru alcoolic<= 11,85% mas(excl.fructe tropicale,fructe cu coaja,arahide,seminte;ananas;citrice;pere;caise;cirese,visine;piersici,nectarine;capsuni;merisor;amestecuri;ghi"
20089931,"Fructe tropicale, preparate sau conservate, cu un continut de zahar > 9% in greutate, cu adaos de alcool, cu un titru alcoolic masic existent > 11,85% mas (excl.confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierber"
20089934,"Fructe,alte parti comestib.de plante,preparate/conservate,cu zahar>9%,cu alcool,cu titru alcoolic>11,85% mas(excl.fructe tropicale,fructe cu coaja,arahide,seminte;ananas;citrice;pere;caise;cirese,visine;piersici,nectarine;capsuni;merisor;amestecuri;ghimb"
20089936,"Fructe tropicale, preparate/conservate, cu un continut de zahar <= 9% in greutate, cu adaos de alcool, cu un titru alcoolic masic existent <= 11,85% mas (excl.confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20089937,"Fructe,alte parti comestib.de plante,preparate/conservate,cu zahar<=9%,cu alcool,cu titru alcoolic<=11,85% mas(excl.fructe tropicale,fructe cu coaja,arahide,seminte;ananas;citrice;pere;caise;cirese,visine;piersici,nectarine;capsuni;merisor;amestecuri;ghi"
20097919,"Suc de mere, nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix > 67, cu o valoare > 22 euro / 100 kg greutate neta"
20089938,"Fructe tropicale, preparate/conservate, cu un continut de zahar <= 9% in greutate, cu adaos de alcool, cu un titru alcoolic masic existent > 11,85% mas (excl.confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20089940,"Fructe,alte parti comestib.de plante,preparate/conservate,cu zahar<=9%,cu alcool,cu titru alcoolic>11,85%mas(excl.fructe tropicale,fructe cu coaja,arahide,seminte;ananas;citrice;pere;caise;cirese,visine;piersici,nectarine;capsuni;merisor;amestecuri;ghimb"
20089941,"Ghimbir, preparat sau conservat, cu adaos de zahar, fara adaos de alcool, in ambalaje directe cu un continut net > 1kg"
20089943,"Struguri, preparati sau conservati, cu adaos de zahar, fara adaos de alcool, in ambalaje directe cu un continut net > 1kg"
20089945,"Prune, preparate sau conservate, cu adaos de zahar, fara adaos de alcool, in ambalaje directe cu un continut net > 1kg"
20089948,"Fructe tropicale, preparate sau conservate, cu adaos de zahar, fara adaos de alcool, in ambalaje directe cu un continut net > 1kg"
20089949,"Fructe,alte parti comestib.de plante,preparate/conservate,cu zahar,fara alcool(excl.ghimbir,struguri,prune,fructe tropicale,fructe cu coaja,arahide,seminte;ananas;citrice;pere;caise;cirese,visine;piersici,nectarine;capsuni;merisor;amestecuri;conservate i"
20089951,"Ghimbir, preparat sau conservat, cu adaos de zahar, fara adaos de alcool (excl.confiat; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe cu un continut net <= 1kg"
20089963,"Fructe tropicale, preparate sau conservate, cu adaos de zahar, fara adaos de alcool (excl.confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe cu un continut net <= 1kg"
20089967,"Fructe,parti comestibile de plante,preparate/conservate,cu zahar,fara alcool(excl.ghimbir,fructe tropicale,fructe cu coaja,arahide,seminte;ananas;citrice;pere;caise;cirese,visine;piersici,nectarine;capsuni;merisor;amestecuri;conservate in otet;confiate;s"
20089972,"Prune, preparate sau conservate, fara adaos de zahar, fara adaos de alcool, in ambalaje directe cu un continut net >= 5kg"
20089978,"Prune, preparate sau conservate, fara adaos de zahar, fara adaos de alcool, in ambalaje directe cu un continut net < 5 kg"
20089985,"Porumb, altul decat porumbul dulce (Zea mays var. saccharata), preparat sau conservat, fara adaos de zahar, fara adaos de alcool"
20089991,"Ignami, batate si parti similare comestibile de plante, cu un continut de amidon sau de fecule >= 5% din greutate,  preparate sau conservate, fara adaos de zahar, fara adaos de alcool"
20089999,"Fructe si alte parti de plante,preparate/conservate,fara zahar/alcool[excl.prune,porumb,ignami,batate,similare,cu contin.de amidon/fecule>=5%;fructe cu coaja,arahide,seminte;ananas;citrice;pere;caise;cirese,visine;piersici;capsuni;merisor;amestecuri)"
20091111,"Suc de portocale, congelat, nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix > 67, cu o valoare <= 30 euro / 100 kg greutate neta"
20091119,"Suc de portocale, congelat, nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix > 67, cu o valoare > 30 euro / 100 kg greutate neta"
20091191,"Suc de portocale, congelat, nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix <= 67, cu o valoare <= 30 euro / 100 kg greutate neta si cu un continut de zahar adaugat > 30% din greutate"
20091199,"Suc de portocale, congelat, nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix <= 67 (excl.cu o valoare <= 30 euro / 100 kg greutate neta si cu un continut de zahar adaugat > 30% din greutate)"
20091200,"Suc de portocale, necongelat, nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix <= 20"
20091911,"Suc de portocale, nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix > 67, cu o valoare <= 30 euro / 100 kg greutate neta (excl.congelat)"
20091919,"Suc de portocale, nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix > 67, cu o valoare > 30 euro / 100 kg greutate neta (excl.congelat)"
20091991,"Suc de portocale, nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix > 20, dar <= 67, cu o valoare <= 30 euro / 100 kg greutate neta si cu un continut de zahar adaugat > 30% din greutate (excl.congela"
20091998,"Suc de portocale, nefermentat, fara adaos de alcool, cu/fara adaos de zahar sau de alti indulcitori, cu o valoare Brix > 20, dar <= 67 (excl. cu o valoare <= 30 euro / 100 kg greutate neta si cu un continut de zahar adaugat > 30% din greutate; congelat)"
20092100,"Suc de grepfrut (inclusiv pomelo), nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix <= 20"
20092911,"Suc de grepfrut (inclusiv pomelo), nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix > 67, cu o valoare <= 30 euro / 100 kg greutate neta"
20092919,"Suc de grepfrut (inclusiv pomelo), nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix > 67, cu o valoare > 30 euro / 100 kg greutate neta"
20092991,"Suc de grepfrut (inclusiv pomelo), nefermentat, fara adaos de alcool, cu/fara adaos de zahar sau de alti indulcitori, cu o valoare Brix > 20, dar <= 67, cu o valoare <= 30 euro / 100 kg greutate neta si cu un continut de zahar adaugat > 30% din greutate"
20092999,"Suc de grepfrut (inclusiv pomelo), nefermentat, fara adaos de alcool, cu/fara adaos de zahar/indulcitori, cu o valoare Brix > 20, dar <= 67 (excl. cu o valoare <= 30 euro / 100 kg greutate neta si cu un continut de zahar adaugat > 30% din greutate)"
20093111,"Suc de orice alt singur fruct de citrice, nefermentat, fara adaos de alcool, care contin zahar adaugat, cu o valoare Brix <= 20, cu o valoare > 30 euro / 100 kg greutate neta (excl. suc de portocale, suc de grepfrut)"
20093119,"Suc de orice alt singur fruct de citrice, nefermentat, fara adaos de alcool, care nu contin zahar adaugat, cu o valoare Brix <= 20, cu o valoare > 30 euro / 100 kg greutate neta (excl. suc de portocale, suc de grepfrut)"
20093151,"Suc de lamaie, nefermentat, fara adaos de alcool, care contine zahar adaugat, cu o valoare Brix <= 20, cu o valoare <= 30 euro / 100 kg greutate neta"
20093159,"Suc de lamaie, nefermentat, fara adaos de alcool, care nu contine zahar adaugat, cu o valoare Brix <= 20, cu o valoare <= 30 euro / 100 kg greutate neta"
20093191,"Suc de orice alt singur fruct de citrice, nefermentat, fara adaos de alcool, care contine zahar adaugat, cu o valoare Brix <= 20, cu o valoare <= 30 euro / 100 kg greutate neta (excl. suc de portocale, suc de grepfrut, suc de lamaie"
20093199,"Suc de orice alt singur fruct de citrice, nefermentat, fara adaos de alcool, care nu contine zahar adaugat, cu o valoare Brix <= 20, cu o valoare <= 30 euro / 100 kg greutate neta (excl. suc de portocale, suc de grepfrut, suc de lamaie"
20093911,"Suc de orice alt singur fruct de citrice, nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix > 67, cu o valoare <= 30 euro / 100 kg greutate neta (excl. suc de portocale, suc de grepfrut)"
20093919,"Suc de orice alt singur fruct de citrice, nefermentat, fara adaos de alcool, cu sau fara adaos de zahar sau de alti indulcitori, cu o valoare Brix > 67, cu o valoare > 30 euro / 100 kg greutate neta (excl. suc de portocale, suc de grepfrut)"
20093931,"Suc de orice alt singur fruct de citrice, nefermentat, fara adaos de alcool, care contine zahar adaugat, cu o valoare Brix > 20 dar <= 67,  cu o valoare > 30 euro / 100 kg greutate neta (excl. suc de portocale, suc de grepfrut)"
20093939,"Suc de orice alt singur fruct de citrice, nefermentat, fara adaos de alcool, care nu contine zahar adaugat, cu o valoare Brix > 20 dar <= 67,  cu o valoare > 30 euro / 100 kg greutate neta (excl. suc de portocale, suc de grepfrut)"
